id_phrase,phrase,prompt
5554,I have internal pain whenever I come down with a cold.,Internal pain
5555,"My stomach aches when I eat hot food, why?",Stomach ache
5556,Hearing any loud sounds makes my ear aches,Ear ache
5557,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain
5558,When i get up i see my skin vague,Skin issue
5559,He was discovered to have an open wound.,Open wound
5560,My head ache since I woke up this morning.,Head ache
5561,When i eat i feel my stomach hurts,Stomach ache
5562,"The last time I clipped my toenails, I cut them too short and now I have an infected nail.",Infected wound
5563,I can't stand up or sit down I have a pain in my back that annoys me,Back pain
5564,when i was washing my hair it was falling out heavily,Hair falling out
5565,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,Hard to breath
5566,My head hurts when I'm doing this.,Head ache
5567,When I wake up I am feeling cold,Feeling cold
5568,i have a pain in my elbow joint,Joint pain
5569,There feels like a swollen knot at my shoulderblade with pain shooting from that,Shoulder pain
5570,When my grand father died I felt a hard emotional pain,Emotional pain
5571,I don't have full range of motion with my arms,Shoulder pain
5572,I have a pain in my head,Head ache
5573,"redness, swelling, and difficulty walking",Knee pain
5574,i have injured myself during the soccer match,Injury from sports
5575,i was travelling by ship and i feel dizzy.,Feeling dizzy
5576,I have blurry vision after I used a wrong medicine.,Blurry vision
5577,itch at front and center of scalp,Hair falling out
5578,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",Blurry vision
5579,I have a ear ache when I go to the pool,Ear ache
5580,My chest acne breaks out and never clears up.,Acne
5581,I feel a burning sensation in my guts about 2 hours after each meal.,Stomach ache
5582,When I force my eyes to view I have blurry vision.,Blurry vision
5583,i have disterbance in my emotion,Emotional pain
5584,"I feel a pain on the left side of my chest, where my heart is",Heart hurts
5585,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
5586,when i raise my hand i feel pain in my shoulder.,Shoulder pain
5587,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",Feeling dizzy
5588,I do not know why I feel cold,Feeling cold
5589,i'm disappointed,Emotional pain
5590,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,Infected wound
5591,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",Acne
5592,When I bend over I get a shooting pain down my back,Back pain
5593,I feel a soreness in my knees when I walk,Joint pain
5594,I don't have full range of motion with my arms,Shoulder pain
5595,I feel very hard to breathe,Hard to breath
5596,I have a great stomach ache and i can't eat any thing,Stomach ache
5597,I felt my heart hurts when I ran for along distance,Heart hurts
5598,I usually have a bad cough when I get flu.,Cough
5599,I lose a lot of my hair,Hair falling out
5600,My head hurts when I'm doing this.,Head ache
5601,"It's hard to stand up, and I'm moving very slowly",Body feels weak
5602,I fell off my bike and since then I had hard  knee pain,Knee pain
5603,I have a pain in my head,Head ache
5604,I feel like my heart is on fire.,Heart hurts
5605,"When I walk up a flight of stairs, my right knee hurts.",Knee pain
5606,"I have a blurry vision during my swimming training in the pool, why?",Blurry vision
5607,I feel pain in my knee when I climb the stairs.,Joint pain
5608,"i am feeling so dizzy, body is so fragile.",Body feels weak
5609,Oh my heart hurts me I tried to be calm and I can't,Heart hurts
5610,I have a sharp pain in my neck,Neck pain
5611,i can't rotate my neck,Neck pain
5612,I tried alot of cream but i still feel the same skin problem,Skin issue
5613,I walk every day but now I get short of breath after going only a short way.,Hard to breath
5614,I have an open wound in my arm,Open wound
5615,itch at front and center of scalp,Hair falling out
5616,I break out on my face very frequently,Acne
5617,I have an internal pain I cannot describe,Internal pain
5618,glass broken and wound my leg badly the wound is so wide,Open wound
5619,There is pain in the muscles I do not know caused,Muscle pain
5620,I get clusters of whiteheads and blackheads on my back.,Acne
5621,I feel shoulder pain at intervals of time.,Shoulder pain
5622,There is a constant tickle in my throat,Cough
5623,My cough is very heavy and I have mucus.,Cough
5624,I notice a lot more hair coming out than usual when I brush my hair,Hair falling out
5625,I feel fluid trying to come up when I cough.,Cough
5626,I feel a soreness in my knees when I walk,Joint pain
5627,My knee hurts when I play squash,Knee pain
5628,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold
5629,My back hurts me and i can't bend it or walk,Back pain
5630,I have a blurry vision after my head was hit yesterday.,Blurry vision
5631,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!",Feeling cold
5632,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,Body feels weak
5633,"I get tired too fast, I can barely put on my clothes in the morning.",Body feels weak
5634,My stomach feels full and upset  and bloating after big meals.,Stomach ache
5635,I have a rash and it itches very bad.,Skin issue
5636,I have constant stomach pain and bloating.,Internal pain
5637,My hair is falling out in bunches.,Hair falling out
5638,What helps cuts heal faster?,Open wound
5639,I cut myself and I'm bleeding.,Open wound
5640,My sore isn't healing well and it's been like this for two weeks.,Open wound
5641,There's swelling in my neck and it hurts.,Neck pain
5642,My knee doesn't want to bend well.,Knee pain
5643,There is a tingling sensation in my neck.,Neck pain
5644,"When I walk up a flight of stairs, my right knee hurts.",Knee pain
5645,After walking I have some pain under my foot,Foot ache
5646,I feel a strange and powerful pain inside my rib cage,Heart hurts
5647,is my cut infected or just healing?,Infected wound
5648,How do you know if you have a torn meniscus in your knee?,Knee pain
5649,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
5650,I don't have full range of motion with my arms,Shoulder pain
5651,I wish this excruciating feeling of loss could go away.,Emotional pain
5652,I used alot of pain killer to get better but i still feel the same back pain,Back pain
5653,"I can't stand up, I feel my brain is moving inside my skull.",Head ache
5654,I feel pain in my shoulders when I write on the keyboard.,Shoulder pain
5655,My head ache since I woke up this morning.,Head ache
5656,"The last time I clipped my toenails, I cut them too short and now I have an infected nail.",Infected wound
5657,I get breakouts on my chest with red patches that get more intense when i get hot.,Acne
5658,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
5659,I can't stop coughing,Cough
5660,My back hurts a lot when I bend,Back pain
5661,I had a pain in my knee when I was swimming,Knee pain
5662,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain
5663,Sterilizer for the eye,Blurry vision
5664,Hearing any loud sounds makes my ear aches,Ear ache
5665,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain
5666,I knocked my foot and it really hurts.,Foot ache
5667,When I do hard exercises I feel great pain in my muscles.,Muscle pain
5668,My infected wound caused a fever,Infected wound
5669,i feel head ache,Head ache
5670,All of a sudden I felt dizzy when I stood up.,Feeling dizzy
5671,My son has a lot of acne.,Acne
5672,I have a foot ache after running 500m with my running shoes.,Foot ache
5673,my back hurts me a lot,Back pain
5674,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound
5675,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,Infected wound
5676,I have a sharp pain in my ear,Ear ache
5677,There is a constant tickle in my throat,Cough
5678,The wound is still open,Open wound
5679,red flushes accompanied with itchy,Skin issue
5680,My hair is falling out in huge amount,Hair falling out
5681,"my child has cough all night, she can't sleep",Cough
5682,My knee catches and hurts when I first stand up after sitting.,Knee pain
5683,My ankle joint throbs when I put pressure on my foot.,Joint pain
5684,I have a back pain since I turned 70 years old.,Back pain
5685,I'm very worried that I'll go bald soon. Am I very sick?,Hair falling out
5686,when i wake up in the morning i feel dizzy,Feeling dizzy
5687,I have a headache almost every day,Head ache
5688,I feel aching on my insides.,Internal pain
5689,The joints in my fingers are painful in the morning.,Joint pain
5690,Everything looks like beeing in a smoky area.,Blurry vision
5691,i feel sad,Emotional pain
5692,I can't walk well I have an ache in my foot,Foot ache
5693,I'm not hearing well I have problem with my ear,Ear ache
5694,I have a pain in my muscle,Muscle pain
5695,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
5696,"My heart hurts while I'm sad, why?",Heart hurts
5697,"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports
5698,All my body is in a bad case and i need a good treatment,Joint pain
5699,It's hard to see things,Blurry vision
5700,I have pain in my stomach,Stomach ache
5701,Can't keep focus,Head ache
5702,There is a sharp pain in my ear whenever I do this.,Ear ache
5703,I've been feeling very sad lately,Emotional pain
5704,Stomach pain after drinking milk,Stomach ache
5705,I must see a doctor i have an open wound,Open wound
5706,I have a skin rash after eating an ice-cream.,Skin issue
5707,My shoulder hurts when I try to reach something above my head.,Shoulder pain
5708,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache
5709,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise.",Knee pain
5710,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",Heart hurts
5711,I think there's fluid in my ears.,Ear ache
5712,My skin is very dry and peeling.,Skin issue
5713,My ear is ringing.,Ear ache
5714,There is a tingling sensation in my neck.,Neck pain
5715,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",Acne
5716,When I'm tired I feel my head heavy,Head ache
5717,What's the symptoms of appendicitis?,Internal pain
5718,My face is all broken out with pimples.,Acne
5719,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain
5720,After eating  I have burning sensation inside of me.,Stomach ache
5721,When I play sports  I have some burning sensation in my spine,Back pain
5722,When I get out of bed in the morning my body feels very weak.,Body feels weak
5723,It feels like my heart is going to leap out of my body. It hurts.,Heart hurts
5724,What helps cuts heal faster?,Open wound
5725,In the morning my respiration is loud.,Hard to breath
5726,I was very active in sports but now my body is feeling pain.,Injury from sports
5727,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain
5728,I think I sprained my ankle it really hurts.,Injury from sports
5729,When i'm driving my eyes see in double,Blurry vision
5730,I have the impression of having no strength in my body,Body feels weak
5731,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,Infected wound
5732,I had a sharp pain in my stomach,Stomach ache
5733,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound
5734,My skin is itchy and inflamed,Skin issue
5735,Stomach pain after drinking milk,Stomach ache
5736,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
5737,There is an injured person,Infected wound
5738,I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports
5739,I'm in need for a treatment for my hair fall,Hair falling out
5740,"I've tried reading books, but nothing can cheer me up.",Emotional pain
5741,My right shoulder clicks when I move my arm.,Shoulder pain
5742,I can`t stop coughing.,Cough
5743,There is a sharp pain in my ear whenever I do this.,Ear ache
5744,I have an indigestion,Stomach ache
5745,When I wake up in the morning I feel a soreness in my body,Muscle pain
5746,Can't keep focus,Head ache
5747,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache
5748,I have a sharp pain in my abdomen.,Internal pain
5749,I feel a bone-on-bone pain in my knees when I climb stairs.,Joint pain
5750,I feel like there is something swollen and inflamed at the back of my knee.,Knee pain
5751,My heart is beating fast and it scares me.,Heart hurts
5752,It's hard to see things,Blurry vision
5753,I have front head pain and when I get it the light bothers me.,Head ache
5754,Need to scratch my skin every minute,Skin issue
5755,"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports
5756,I had a sharp pain in my stomach,Stomach ache
5757,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",Infected wound
5758,I have pain in my stomach,Stomach ache
5759,I can't stand with this horrible feeling in my shoulder,Shoulder pain
5760,It hurts when I raise my arm up,Shoulder pain
5761,I get an ear ache when it is cold,Ear ache
5762,I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports
5763,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound
5764,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
5765,I have a lot of mucus when I cough.,Cough
5766,When I eat too much sugar my body gets weak and dizzy.,Body feels weak
5767,My hair is falling when I am combing it.,Hair falling out
5768,My chest hurts when I smoke,Internal pain
5769,I complain alot with skin allergy,Skin issue
5770,My neck feels stiff,Neck pain
5771,"when i get up, i feel dizzy and fall down.",Feeling dizzy
5772,Whenever I stand up I feel dizzy.,Feeling dizzy
5773,Chronic bowel Pain,Internal pain
5774,It feels like I can't take a deep breath,Hard to breath
5775,I have a hair shortage,Hair falling out
5776,my hair falling out,Hair falling out
5777,I'm suffering from sharp cough Accompanied by  phlegm,Cough
5778,My television and computer seem out of focus even though I have new glasses.,Blurry vision
5779,I feel depressed when I see my hair falling out,Hair falling out
5780,My back hurts so much I can't bend down to tie my shoelaces.,Back pain
5781,"When I go to stand, my head starts swirling",Feeling dizzy
5782,My head gets dizzy when I try to get up.,Feeling dizzy
5783,When I eat sugar I notice my vision blurs.,Blurry vision
5784,I have a dull ache in  my lower back which makes it difficult to move,Back pain
5785,Can't keep focus,Head ache
5786,All my body is in a bad case and i need a good treatment,Joint pain
5787,I have an indigestion,Stomach ache
5788,When I remember her I feel down,Emotional pain
5789,i have a strong shoulder pain,Shoulder pain
5790,My skin is itchy and inflamed,Skin issue
5791,My joints ache whenever it is cold,Joint pain
5792,I feel a bone-on-bone pain in my knees when I climb stairs.,Joint pain
5793,My acne is really embarassing. It's so read.,Acne
5794,I have the impression of having no strength in my body,Body feels weak
5795,My muscles in my lower back are aching.,Muscle pain
5796,I feel like the room is spinning,Feeling dizzy
5797,"When I move on my shoulder, pain shoots down my arm",Shoulder pain
5798,"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache
5799,I have blurry vision after I used a wrong medicine.,Blurry vision
5800,I need a kind of cream wich make my muscles more relaxed,Muscle pain
5801,I tried to put my glasses to see more clear but cant find any change,Blurry vision
5802,The feeling of coughing increases in winter's reach,Cough
5803,I think my wound is infected,Infected wound
5804,I have general discomfort in my torso.,Internal pain
5805,After an hard working day I have foot ache,Foot ache
5806,my head hurts me badly,Head ache
5807,I feel pain in my throat,Cough
5808,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold
5809,i feel pain in my knee,Knee pain
5810,Hearing any loud sounds makes my ear aches,Ear ache
5811,i'm injured i can't play sports,Injury from sports
5812,When i get up i see my skin vague,Skin issue
5813,I get clusters of whiteheads and blackheads on my back.,Acne
5814,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",Infected wound
5815,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.,Infected wound
5816,I noticed an important decrease in my vision when I try to look at things up close.,Blurry vision
5817,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,Back pain
5818,My back is hurting so much.,Back pain
5819,I have a blurry vision after my head was hit yesterday.,Blurry vision
5820,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",Muscle pain
5821,I feel pain in my shoulders when I write on the keyboard.,Shoulder pain
5822,The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain
5823,When I tried to take care if my hair I found that it is falling out,Hair falling out
5824,I have pimples on my back.,Acne
5825,I can't do anything I feel a weak in my body,Body feels weak
5826,i can't ride my car at night because i have blurry vision.,Blurry vision
5827,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,Feeling cold
5828,i have issue with my skin,Skin issue
5829,Surgical wound infections,Infected wound
5830,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,Shoulder pain
5831,I feel cold and chills even though my clothes are heavy,Feeling cold
5832,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain
5833,My shoulder hurts me so much,Shoulder pain
5834,I can't walk because i have a great foot ache,Foot ache
5835,"My body feels weak although I eat a lot, why?",Body feels weak
5836,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",Injury from sports
5837,I feel cold when the night comes,Feeling cold
5838,"I hardly have enough stength to get up,",Body feels weak
5839,My shoulder aches when I try to lift five pounds.,Shoulder pain
5840,Everything looks like beeing in a smoky area.,Blurry vision
5841,I cut my foot at the pool and it breaks open every day when I walk on it.,Open wound
5842,The joints in my fingers are painful in the morning.,Joint pain
5843,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache
5844,I get chills and aches all over.,Feeling cold
5845,My ear is ringing.,Ear ache
5846,My stomach feels full and upset  and bloating after big meals.,Stomach ache
5847,"After playing tennis,  I had a powerful sensation close to my neck",Shoulder pain
5848,When i'm doing sport I have pain under my skin,Muscle pain
5849,I cannot get warm no matter how much I wrap up or how high I put the heating on,Feeling cold
5850,There's swelling in my neck and it hurts.,Neck pain
5851,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache
5852,When I'm tired I feel my head heavy,Head ache
5853,I have a very rash sensation close to my arms,Skin issue
5854,There are lots of hairs on my pillow in the morning.,Hair falling out
5855,My sore isn't healing well and it's been like this for two weeks.,Open wound
5856,Is pimples a skin disease?,Acne
5857,I was very active in sports but now my body is feeling pain.,Injury from sports
5858,There is a sharp pain in my calve.,Muscle pain
5859,It hurts when I bent my arm,Joint pain
5860,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!",Open wound
5861,I get terrible headaches every few months and when I get them my vision is affected.,Head ache
5862,I don't have the energy to do the things that I used to,Body feels weak
5863,When i eat i feel my stomach hurts,Stomach ache
5864,i feel pain in my body,Internal pain
5865,i feel pain in my neck,Neck pain
5866,"My stomach aches when I eat hot food, why?",Stomach ache
5867,I have a foot ache although I don't walk a lot.,Foot ache
5868,I have a feeling like my whole body is complaining,Joint pain
5869,I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound
5870,The acne was causing me to feel embarrassed.,Acne
5871,I don't know why I'm constantly sad.,Emotional pain
5872,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain
5873,"My left ear is ok, but the right one feels like it's being stabbed with a nail.",Ear ache
5874,"my child has cough all night, she can't sleep",Cough
5875,longitudinal burning line across back with hard respiratory movements,Back pain
5876,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
5877,having difficulty moving my knee,Knee pain
5878,I feel aching on my insides.,Internal pain
5879,I have a headache almost every day,Head ache
5880,I'm very worried that I'll go bald soon. Am I very sick?,Hair falling out
5881,"When I drink a lot, I get a headache",Head ache
5882,i have pain like needles in my joints.,Joint pain
5883,My ankle joint throbs when I put pressure on my foot.,Joint pain
5884,I have acne all over my face,Acne
5885,I have difficulty in breathing in crowded places.,Hard to breath
5886,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision
5887,there pain in my foot,Foot ache
5888,I feel very weak in my body,Body feels weak
5889,I have a dry skin,Skin issue
5890,When I do hard exercises I feel great pain in my muscles.,Muscle pain
5891,I complain alot with my neck pain and i really need to be better,Neck pain
5892,I feel suicidal.,Emotional pain
5893,I feel pain in the lower back,Back pain
5894,I feel a burning sensation in my shoulder muscle.,Muscle pain
5895,My skin is itching.,Skin issue
5896,I have a split on my thumb that will not heal.,Open wound
5897,I feel pain in my eyes I can see fog,Blurry vision
5898,I have an internal pain I cannot describe,Internal pain
5899,"I have a blurry vision during my swimming training in the pool, why?",Blurry vision
5900,My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath
5901,I can't get a girlfriend because of my acne.,Acne
5902,Chronic bone disease at the level of the doubles of the lower Estremidades,Knee pain
5903,I have tried to relief it but I can't,Body feels weak
5904,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound
5905,There is a sharp pain in my calve.,Muscle pain
5906,I feel strong pain in my knee after it was hit during the football match.,Injury from sports
5907,My head is spinning when I get up.,Feeling dizzy
5908,cramps along the whole abdomen,Stomach ache
5909,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
5910,"My skin color on my back is red, I don't know why.",Skin issue
5911,I feel pain in my back,Back pain
5912,I feel abdominal pain,Stomach ache
5913,"I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary.",Blurry vision
5914,I can`t stop coughing.,Cough
5915,i have a very bad cough,Cough
5916,i have a problem in seeing objects it is too difficult to see,Blurry vision
5917,There is pain in my joints. I can not bear pain,Joint pain
5918,It hurts when I raise my arm up,Shoulder pain
5919,I feel pain when i think of her,Emotional pain
5920,I was kicked in the head playing soccer last night.,Injury from sports
5921,"i was playing basketball yesterday, i have sprained ankle",Injury from sports
5922,My face break out badly every month around my cycle.,Acne
5923,my neck hurts me and i can't look down or up,Neck pain
5924,I have throbing in my shoulder,Shoulder pain
5925,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache
5926,I hit myself and the would doesn't want to heal,Open wound
5927,My acne itches and oozes.,Acne
5928,is my cut infected or just healing?,Infected wound
5929,Mr hair is falling out just by combing it.,Hair falling out
5930,My knee doesn't want to bend well.,Knee pain
5931,My face is all broken out with pimples.,Acne
5932,My hair is falling out in bunches.,Hair falling out
5933,I can't turn my neck to the left without feeling a stabbing pain,Neck pain
5934,I have a very rash sensation close to my arms,Skin issue
5935,I have the impression of having no strength in my body,Body feels weak
5936,What helps cuts heal faster?,Open wound
5937,I think I sprained my ankle it really hurts.,Injury from sports
5938,My acne is really embarassing. It's so read.,Acne
5939,My hair is falling out in bunches.,Hair falling out
5940,In the morning my respiration is loud.,Hard to breath
5941,It feels like my heart is going to leap out of my body. It hurts.,Heart hurts
5942,My sore isn't healing well and it's been like this for two weeks.,Open wound
5943,When i'm doing sport I have pain under my skin,Muscle pain
5944,I have a rash and it itches very bad.,Skin issue
5945,How do you know if you have a torn meniscus in your knee?,Knee pain
5946,I have the impression of having no strength in my body,Body feels weak
5947,I hit my head at the basketball game.  Could I have a concussion?,Injury from sports
5948,My acne is really embarassing. It's so read.,Acne
5949,I get chills and aches all over.,Feeling cold
5950,When I play sports  I have some burning sensation in my spine,Back pain
5951,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain
5952,My skin is very dry and peeling.,Skin issue
5953,When i'm driving my eyes see in double,Blurry vision
5954,I was very active in sports but now my body is feeling pain.,Injury from sports
5955,I have a cut that is red and swollen.,Infected wound
5956,"When I walk up a flight of stairs, my right knee hurts.",Knee pain
5957,I have constant stomach pain and bloating.,Internal pain
5958,My back hurts me and i can't bend it or walk,Back pain
5959,I feel heart pain when I walk a lot,Heart hurts
5960,"My stomach aches when I eat hot food, why?",Stomach ache
5961,I can't stop coughing,Cough
5962,Hearing any loud sounds makes my ear aches,Ear ache
5963,i'm injured i can't play sports,Injury from sports
5964,"after playing football, i have muscle pain with my both legs.",Muscle pain
5965,I get breakouts on my chest with red patches that get more intense when i get hot.,Acne
5966,He was discovered to have an open wound.,Open wound
5967,When I think of my parents I feel pain,Emotional pain
5968,The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain
5969,I have pimples on my back.,Acne
5970,Every time I look to left I feel a sharp pain in my neck.,Neck pain
5971,I feel pain in my shoulders when I write on the keyboard.,Shoulder pain
5972,I have a blurry vision after my head was hit yesterday.,Blurry vision
5973,I wake up at night feeling cold,Feeling cold
5974,When I play football I have muscle pain.,Muscle pain
5975,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",Infected wound
5976,When I tried to take care if my hair I found that it is falling out,Hair falling out
5977,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!",Open wound
5978,Surgical wound infections,Infected wound
5979,There are some pimples on my face that bother me a lot,Acne
5980,I feel really sad all the time.,Emotional pain
5981,is my cut infected or just healing?,Infected wound
5982,I have pain in my chest that saddens me.,Heart hurts
5983,There's swelling in my neck and it hurts.,Neck pain
5984,My knees seem to grind as I go up or down stairs.,Knee pain
5985,I have shooting pains up and down my back.,Back pain
5986,I can't turn my neck to the left without feeling a stabbing pain,Neck pain
5987,What helps cuts heal faster?,Open wound
5988,I cut myself and I'm bleeding.,Open wound
5989,After walking I have some pain under my foot,Foot ache
5990,There are lots of hairs on my pillow in the morning.,Hair falling out
5991,I have constant stomach pain and bloating.,Internal pain
5992,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache
5993,My hair is falling out in bunches.,Hair falling out
5994,It feels like my heart is going to leap out of my body. It hurts.,Heart hurts
5995,I have a very rash sensation close to my arms,Skin issue
5996,my left side aches much,Internal pain
5997,Surgical wound infections,Infected wound
5998,When I tried to be warm and wear more clothes I found that I was still cold,Feeling cold
5999,Every time I look to left I feel a sharp pain in my neck.,Neck pain
6000,i was travelling by ship and i feel dizzy.,Feeling dizzy
6001,I had an accident and my wound was open when I arrived to hospital,Open wound
6002,I do not know why I feel cold,Feeling cold
6003,I feel very hard to breathe,Hard to breath
6004,It is like I have a needle pushing through my heart.,Heart hurts
6005,I have constant stomach pain and bloating.,Internal pain
6006,I lose a lot of my hair,Hair falling out
6007,I need a kind of cream wich make my muscles more relaxed,Muscle pain
6008,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,Foot ache
6009,"redness, swelling, and difficulty walking",Knee pain
6010,I feel a sharp pain in my stomach,Internal pain
6011,I chopped off the tip of my finger while I was cutting some cardboard and I cannot stop the bleeding.,Open wound
6012,there is acne on my face,Acne
6013,I have a problem in the expiration because i have abronchial asthma,Hard to breath
6014,Why is my shoulder aching when I try to pick up the laundry?,Shoulder pain
6015,When I played football I dislocated my shoulder,Injury from sports
6016,It feels like someone stuck a knife into my shoulder,Shoulder pain
6017,I read a book for along time and when I finished reading I feel head ache,Head ache
6018,I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.,Foot ache
6019,I feel joint pain every time I move,Joint pain
6020,I feel great pain in my feet after playing one of the sports games,Injury from sports
6021,i have muscle pain at my left leg.,Muscle pain
6022,When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me,Stomach ache
6023,There is so much pain when I move my arm.,Shoulder pain
6024,"I am always cold, even when I am wearing layers",Feeling cold
6025,"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog.",Internal pain
6026,"It's hard to stand up, and I'm moving very slowly",Body feels weak
6027,I have this strange rash on my arm.,Skin issue
6028,"can't do any exercise, i feel weak",Body feels weak
6029,"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache
6030,I feel pain in my right shoulder after the tennis match.,Injury from sports
6031,I have a foot ache although I don't walk a lot.,Foot ache
6032,I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache.,Ear ache
6033,"My hair is falling without a reason, I can see a lot of hair on my working desk.",Hair falling out
6034,I had a pain in my knee when I was swimming,Knee pain
6035,My neck hurts me and i can't stand with this pain,Neck pain
6036,I feel a pain in my neck,Neck pain
6037,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain
6038,I get clusters of whiteheads and blackheads on my back.,Acne
6039,my left side aches much,Internal pain
6040,i am having problems seeing things feel like a cloud on my eyes everything is blurry,Blurry vision
6041,The severe pain in the stomach I feel,Stomach ache
6042,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,Injury from sports
6043,My head hurts whenever I try to do something.,Head ache
6044,This long scar on my left buttock is from falling off my mountain bike.,Injury from sports
6045,My shower drain is full of hair every time.,Hair falling out
6046,"My left ear is ok, but the right one feels like it's being stabbed with a nail.",Ear ache
6047,i'm injured i can't play sports,Injury from sports
6048,i feel pain in my neck,Neck pain
6049,Surgical wound infections,Infected wound
6050,I don't have the energy to do the things that I used to,Body feels weak
6051,I wake up at night feeling cold,Feeling cold
6052,I'm not feeling good I can't take my breath,Hard to breath
6053,I have blurred vision.,Blurry vision
6054,when i wake up in the morning i feel dizzy,Feeling dizzy
6055,Sometimes I feel like a claw on my chest that leaves me breathless.,Hard to breath
6056,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
6057,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",Acne
